Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Tax
Hyundai Creta 1.6 SX Plus Petrol Automatic,Kochi,2018,32854,Petrol,Automatic,First,13,1591,121.3,5,58.17,12.6
Renault KWID RXT Optional,Kochi,2019,6568,Petrol,Manual,First,25.17,799,53.3,5,86.75,5.09
Audi A4 3.0 TDI Quattro,Bangalore,2014,30000,Diesel,Automatic,First,14.94,2967,241.4,5,93.11,24.5
Maruti Ciaz VDI SHVS,Kochi,2018,17804,Diesel,Manual,Second,28.09,1248,88.5,5,4.01,7.97
Honda Jazz S,Delhi,2011,69768,Petrol,Manual,First,16,1198,90,5,84.5,2.9
BMW 3 Series 320d Luxury Line,Kochi,2016,62404,Diesel,Automatic,First,22.69,1995,190,5,37.2,21.33
Hyundai Verna SX CRDi AT,Bangalore,2012,97000,Diesel,Automatic,Second,19.08,1582,126.32,5,47.26,6.5
Hyundai Creta 1.4 CRDi S Plus,Coimbatore,2016,55687,Diesel,Manual,First,21.38,1396,88.7,5,31.56,12.15
Volkswagen Vento 2013-2015 1.6 Comfortline,Kolkata,2014,17000,Petrol,Manual,First,15.04,1598,103.2,5,26.62,4.25
BMW 3 Series Luxury Line,Coimbatore,2017,34232,Diesel,Automatic,First,21.76,1995,190,5,87.98,35.84
Honda CR-V Petrol 2WD,Chennai,2004,135000,Petrol,Automatic,Third,14.4,1997,152,5,78.87,3
Renault Duster 110PS Diesel RxZ AWD,Chennai,2012,80000,Diesel,Manual,First,19.72,1461,108.45,5,29.35,6.75
Hyundai i20 Asta 1.2,Bangalore,2014,31045,Petrol,Manual,Second,18.6,1197,81.83,5,94.89,5.65
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Pune,2013,58000,Diesel,Automatic,Second,16.96,1968,138.03,5,42.39,7.5
Hyundai Creta 1.6 SX Plus Diesel,Kochi,2018,35480,Diesel,Manual,First,19.67,1582,126.2,5,28.36,13.34
Maruti Ciaz VDI SHVS,Hyderabad,2016,62287,Diesel,Manual,First,28.09,1248,88.5,5,30.95,7.9
Hyundai i20 Asta 1.4 CRDi,Coimbatore,2015,46162,Diesel,Manual,First,22.54,1396,88.73,5,88.83,6.98
Hyundai Verna 1.6 SX VTVT,Mumbai,2014,9200,Petrol,Manual,First,17.01,1591,121.3,5,36.28,5.75
Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2012,55339,Diesel,Manual,First,22.07,1199,73.9,5,13.89,2.65
Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2011,55476,Diesel,Manual,First,22.07,1199,73.9,5,41.37,2.49
Maruti SX4 Vxi BSIII,Pune,2007,68553,Petrol,Manual,Second,15,1586,104.68,5,83.84,1.5
Honda Mobilio RS Option i DTEC,Kochi,2016,67376,Diesel,Manual,First,24.5,1498,98.6,7,58.87,6.5
Renault Duster 110PS Diesel RxZ Plus,Hyderabad,2013,42000,Diesel,Manual,First,19.64,1461,108.45,5,69.86,8
Toyota Fortuner 2.8 2WD AT,Coimbatore,2019,28069,Diesel,Automatic,First,12.9,2755,174.5,7,5.75,30.85
Volvo XC60 D4 SUMMUM,Kochi,2014,93144,Diesel,Automatic,First,14.7,1984,181,5,97.96,17.15
Maruti Celerio VXI AT,Hyderabad,2014,24300,Petrol,Automatic,First,23.1,998,67.04,5,9.73,4.55
Maruti Ciaz ZDi Plus,Hyderabad,2015,47883,Diesel,Manual,Second,26.21,1248,88.5,5,42.58,7.4
Audi Q5 2008-2012 2.0 TDI,Kochi,2013,12467,Diesel,Automatic,First,12.8,1968,167.6,5,43.73,25.64
BMW X1 sDrive 20d Sportline,Kolkata,2013,56683,Diesel,Automatic,Second,17.05,1995,184,5,60.19,13.5
Ford Figo Petrol ZXI,Bangalore,2013,38000,Petrol,Manual,First,15.6,1196,70,5,66.62,3.55
Hyundai Elantra CRDi SX,Ahmedabad,2018,35000,Diesel,Manual,First,22.7,1582,126.2,5,19.14,15
Hyundai Verna 1.6 i ABS,Pune,2007,80000,Petrol,Manual,Second,13.9,1599,103.2,5,63.54,1.95
Honda Civic 2006-2010 1.8 S MT,Pune,2006,125000,Petrol,Manual,Second,13.5,1799,130,5,26.99,2.3
Toyota Fortuner 4x4 MT,Chennai,2013,123000,Diesel,Manual,Second,12.55,2982,168.5,7,15.62,15
Hyundai i10 Sportz,Chennai,2012,70000,Petrol,Manual,First,20.36,1197,78.9,5,79.27,3.15
Nissan Sunny 2011-2014 Diesel XL,Hyderabad,2012,87982,Diesel,Manual,First,21.64,1461,84.8,5,35.07,5
BMW 5 Series 2013-2017 520d Luxury Line,Jaipur,2013,40714,Diesel,Automatic,Second,18.12,1995,190,5,4.85,24.75
Chevrolet Optra Magnum 2.0 LT,Pune,2008,83000,Diesel,Manual,Second,16.52,1991,123.7,5,1.14,2.6
Hyundai i10 Asta,Ahmedabad,2011,86000,Petrol,Manual,First,20.36,1197,78.9,5,47.68,3.75
Skoda Laura Ambiente,Ahmedabad,2009,60002,Diesel,Manual,Second,17.5,1896,106,5,41.87,4.85
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Jaipur,2013,60000,Diesel,Automatic,First,10,2148,170,5,16.51,27
Honda Amaze SX i-DTEC,Kolkata,2014,84677,Diesel,Manual,First,25.8,1498,98.6,5,10.07,3
BMW X1 xDrive 20d xLine,Delhi,2017,23000,Diesel,Automatic,First,20.68,1995,190,5,16.62,28.75
Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2016,81424,Diesel,Manual,First,12.99,2494,100.6,8,60.02,14.49
Porsche Panamera 2010 2013 Diesel,Delhi,2013,36400,Diesel,Automatic,First,7.5,4806,394.3,4,15.4,72
Nissan Sunny XV D,Chennai,2012,70000,Diesel,Manual,Second,22.71,1461,84.8,5,69.78,4
Maruti Swift Dzire LDI,Delhi,2015,40000,Diesel,Manual,Second,26.59,1248,74,5,80.63,4.5
Maruti Wagon R ZXI AMT 1.2,Mumbai,2019,600,Petrol,Automatic,First,21.5,1197,81.8,5,97.57,6.25
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Pune,2015,65320,Diesel,Automatic,Second,16.96,1968,138.03,5,58.02,11.5
Honda Accord 2.4 Inspire M/T,Pune,2009,79000,Petrol,Manual,Third,9.8,2354,180,5,43.97,3.1
Honda City i VTEC V,Mumbai,2018,5000,Petrol,Manual,First,17.8,1497,117.3,5,69.87,10.11
Hyundai Verna 1.6 SX VTVT,Coimbatore,2019,6028,Petrol,Manual,First,17.01,1591,121.3,5,81.95,11.54
Maruti Wagon R LX BSII,Delhi,2006,86000,Petrol,Manual,Second,18.9,998,67.1,5,27.35,1
Maruti Swift Dzire Tour LDI,Kolkata,2013,160000,Diesel,Manual,Second,23.4,1248,74,5,31.94,2.5
Audi Q5 2008-2012 2.0 TFSI Quattro,Kochi,2011,59967,Petrol,Automatic,First,9.74,1984,208,5,32.96,18
Toyota Etios Cross 1.4 GD,Coimbatore,2018,43127,Diesel,Manual,First,23.59,1364,67.04,5,83.09,6.85
Hyundai i10 Era 1.1 iTech SE,Kochi,2012,65727,Petrol,Manual,First,19.81,1086,68.05,5,31,2.97
Hyundai Verna 1.6 VTVT,Pune,2013,70000,Petrol,Manual,First,17.01,1591,121.3,5,33.26,4.75
Volkswagen Polo 1.5 TDI Highline,Coimbatore,2018,39861,Diesel,Manual,First,20.14,1498,88.8,5,62.29,7.38
BMW 5 Series 520d Sport Line,Delhi,2017,16485,Diesel,Automatic,First,22.48,1995,187.74,5,55.2,42.75
Hyundai i20 1.4 Asta Optional With Sunroof,Bangalore,2010,77332,Diesel,Manual,Second,23,1396,90,5,93.92,3.65
Hyundai Grand i10 Asta Option AT,Kochi,2017,17489,Petrol,Automatic,First,18.9,1197,82,5,85.27,5.99
Toyota Fortuner 4x2 4 Speed AT,Pune,2012,125000,Diesel,Automatic,First,11.5,2982,169,7,53.25,13.5
Maruti Baleno Zeta Automatic,Chennai,2016,35129,Petrol,Automatic,First,21.4,1197,83.1,5,42.85,7
Hyundai Creta 1.6 SX Plus Petrol Automatic,Hyderabad,2016,22982,Petrol,Automatic,First,13,1591,121.3,5,41.96,10.95
Hyundai i10 Sportz,Pune,2013,54500,Petrol,Manual,Third,20.36,1197,78.9,5,48.23,2.95
Tata Tigor XE Diesel,Ahmedabad,2017,16235,Diesel,Manual,First,24.7,1047,69,5,40.03,5.5
Skoda Superb Style 1.8 TSI AT,Kochi,2017,73641,Petrol,Automatic,First,14.67,1798,177.46,5,82.82,17.08
Maruti Swift Dzire VDI,Hyderabad,2015,59572,Diesel,Manual,First,26.59,1248,74,5,0.45,6.85
Honda CR-V 2.0 AT,Jaipur,2014,112827,Petrol,Automatic,First,13.1,1997,141.1,5,86.53,10.5
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Hyderabad,2010,118000,Diesel,Manual,First,12.8,2494,102,8,77.09,8.75
Honda City 1.5 V MT,Kolkata,2010,60000,Petrol,Manual,First,17,1497,118,5,51.16,2.7
Hyundai Verna VTVT 1.6 AT SX Plus,Mumbai,2012,75059,Petrol,Automatic,First,17,1591,121.3,5,77.96,4.25
Toyota Etios 1.4 VXD,Pune,2018,3000,Diesel,Manual,First,23.59,1364,67.04,5,75.21,7.9
Skoda Superb Elegance 1.8 TSI AT,Delhi,2011,78000,Petrol,Automatic,Second,13.7,1798,157.75,5,89.33,4.5
Nissan Sunny 2011-2014 Diesel XV,Kolkata,2012,47000,Diesel,Manual,First,21.64,1461,84.8,5,78.49,4
Honda City 1.5 V MT Exclusive,Delhi,2012,42000,Petrol,Manual,First,17,1497,118,5,26.97,4.75
Hyundai Elite i20 Diesel Asta Option,Kolkata,2018,6820,Diesel,Manual,First,22.54,1396,88.76,5,93.95,7.65
Chevrolet Optra 1.6 LT Royale,Kochi,2013,55176,Petrol,Manual,Second,17.4,1599,104,5,92.65,3.47
Honda Amaze S i-Vtech,Kochi,2016,39854,Petrol,Manual,First,18,1198,86.7,5,6.59,5.64
Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2013,24000,Petrol,Manual,First,16.47,1198,73.9,5,27.01,2.95
Maruti Swift VDI,Jaipur,2016,55000,Diesel,Manual,First,22.9,1248,74,5,69.96,5.65
Ford Endeavour 3.0L 4X4 AT,Kochi,2012,45840,Diesel,Automatic,First,11.4,2953,153.86,7,71.47,8.41
Maruti Baleno LXI,Pune,2006,155000,Petrol,Manual,Third,15.4,1590,94,5,34.82,0.85
Maruti Wagon R LX,Pune,2003,125000,Petrol,Manual,Second,18.9,998,67.1,5,4.83,0.8
Volkswagen Polo 1.5 TDI Highline,Coimbatore,2014,52951,Diesel,Manual,First,20.14,1498,88,5,11.82,5.65
Hyundai Verna 1.6 SX VTVT (O),Kolkata,2013,49000,Petrol,Manual,First,17.1,1591,121.3,5,79.87,4.5
Maruti Ciaz ZDi Plus SHVS,Ahmedabad,2015,52000,Diesel,Manual,First,28.09,1248,88.5,5,54.3,6.9
Toyota Qualis Fleet A3,Mumbai,2001,227000,Diesel,Manual,Fourth & Above,0,2446,null,8,74.18,2.2
Nissan Sunny 2011-2014 Diesel XL,Jaipur,2013,120005,Diesel,Manual,First,21.64,1461,84.8,5,7.04,4
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,Mumbai,2015,33000,Petrol,Manual,First,15,1598,103.52,5,12.12,5.6
Maruti Eeco 7 Seater Standard,Delhi,2016,126000,Petrol,Manual,First,15.1,1196,73,7,84.26,2.2
Skoda Rapid Ultima 1.6 MPI Ambition Plus,Bangalore,2013,66700,Petrol,Manual,First,15,1598,103.5,5,99.02,4
Toyota Fortuner 4x4 MT,Jaipur,2014,122000,Diesel,Manual,Second,12.55,2982,168.5,7,57.71,16
Hyundai Creta 1.6 CRDi SX,Mumbai,2016,29000,Diesel,Manual,First,19.67,1582,126.2,5,44.61,12.6
Hyundai i20 Magna Optional 1.2,Kochi,2014,42315,Petrol,Manual,First,18.5,1197,82.9,5,35.67,4.79
Maruti Wagon R LXI CNG,Mumbai,2015,22001,CNG,Manual,First,26.6,998,58.16,5,98.28,3.65
Honda City i DTEC V,Kochi,2016,84580,Diesel,Manual,First,26,1498,98.6,5,36.07,6.83
Maruti 800 Std,Jaipur,2002,75000,Petrol,Manual,First,16.1,796,37,4,9.99,0.51
Ford Ikon 1.3 Flair,Pune,2006,85000,Petrol,Manual,Second,13.8,1299,70,5,7.08,0.69
Maruti Swift Dzire LXI,Delhi,2015,24296,Petrol,Manual,First,20.85,1197,83.14,5,68.9,4.65
Honda City 1.5 V MT Sunroof,Kolkata,2014,40000,Petrol,Manual,First,16.8,1497,116.3,5,30.7,6.49
Hyundai Verna CRDi,Chennai,2009,64514,Diesel,Manual,First,16.8,1493,110,5,41.13,2.9
Hyundai Verna 1.6 SX VTVT,Delhi,2016,35000,Petrol,Manual,First,17.01,1591,121.3,5,64.4,7.4
Renault KWID RXT,Bangalore,2016,41000,Petrol,Manual,Second,25.17,799,53.3,5,76.19,3.25
Maruti Wagon R LXI,Ahmedabad,2008,60123,Petrol,Manual,Second,18.9,998,67.1,5,64.27,1.95
Hyundai Grand i10 Sportz,Jaipur,2015,53000,Petrol,Manual,Second,18.9,1197,82,5,79.38,4
Hyundai i20 1.2 Asta,Delhi,2017,9000,Petrol,Manual,First,18.6,1197,81.83,5,90.02,6.85
Honda Amaze S i-Vtech,Coimbatore,2015,53497,Petrol,Manual,First,18,1198,86.7,5,92.97,5.45
Ford Fiesta 1.4 Duratorq ZXI,Hyderabad,2007,68000,Diesel,Manual,First,17.8,1399,68,5,36.46,1.99
Hyundai Verna SX CRDi AT,Hyderabad,2014,65000,Diesel,Automatic,First,19.08,1582,126.32,5,42.08,8.99
Toyota Etios VD SP,Kolkata,2014,45155,Diesel,Manual,First,23.59,1364,67.04,5,1.71,6.5
Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2018,20026,Petrol,Automatic,First,19,1199,88.7,5,71.48,9.27
Hyundai Verna 1.6 CRDi SX,Ahmedabad,2015,60000,Diesel,Manual,First,23.9,1582,126.2,5,3.81,6.99
Mercedes-Benz CLA 200 D Sport Edition,Coimbatore,2019,15976,Diesel,Automatic,First,17.9,2143,136,5,50.51,36.76
Skoda Octavia Elegance 1.8 TSI AT,Kochi,2017,30523,Petrol,Automatic,First,14.7,1798,177.5,5,78.26,17.08
Chevrolet Beat Diesel LS,Kolkata,2013,26300,Diesel,Manual,First,25.44,936,57.6,5,38.2,2.8
Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2011,66000,Diesel,Manual,First,22.07,1199,73.9,5,18.64,2.49
Maruti SX4 S Cross DDiS 200 Zeta,Jaipur,2016,70000,Diesel,Manual,First,23.65,1248,88.5,5,14.46,8.85
Honda City V MT,Ahmedabad,2011,46000,Petrol,Manual,First,16.8,1497,116.3,5,85.62,4.15
Volkswagen Vento 1.5 TDI Highline,Hyderabad,2017,28000,Diesel,Manual,First,20.64,1498,108.5,5,65.63,10
Hyundai Grand i10 1.2 Kappa Magna,Delhi,2017,46000,Petrol,Manual,First,18.9,1197,81.86,5,94.93,4.75
Renault KWID AMT RXL,Jaipur,2017,33000,Petrol,Automatic,First,24.04,999,67,5,13.95,3.2
Maruti Alto 800 LXI,Kochi,2017,27718,Petrol,Manual,First,22.74,796,47.3,5,83.78,3.28
Ford Ecosport 1.5 Ti VCT MT Titanium,Bangalore,2013,58000,Petrol,Manual,First,15.8,1499,110,5,43.54,7.5
Maruti Baleno Zeta,Coimbatore,2018,33150,Petrol,Manual,First,21.4,1197,83.1,5,66.91,7.39
Maruti Ritz VDi,Pune,2013,77000,Diesel,Manual,First,23.2,1248,73.94,5,21.38,3.65
Mercedes-Benz E-Class 280 CDI,Chennai,2007,70000,Diesel,Automatic,First,11,2987,198.5,5,67.4,11
Maruti Ritz VDi,Kolkata,2012,97000,Diesel,Manual,First,23.2,1248,73.94,5,39.81,3
Chevrolet Beat Diesel LT,Chennai,2012,75300,Diesel,Manual,Second,25.44,936,57.6,5,60.96,2.25
Maruti SX4 Vxi BSIV,Kochi,2010,69918,Petrol,Manual,First,15.5,1586,103.3,5,15.08,2.83
Maruti Omni 5 Seater BSIV,Coimbatore,2019,4721,Petrol,Manual,First,14,796,35,5,87.45,4.11
Mitsubishi Pajero Sport Anniversary Edition,Kolkata,2014,39163,Diesel,Manual,First,13.5,2477,178,7,2,14.7
Mercedes-Benz S Class 2005 2013 S 300 L,Pune,2013,80000,Petrol,Automatic,First,13,2987,210,5,98.66,25
Chevrolet Beat Diesel LS,Bangalore,2015,66000,Diesel,Manual,First,25.44,936,56.3,5,28.84,2.35
Ford Figo 2015-2019 1.5D Titanium MT,Coimbatore,2017,36154,Diesel,Manual,Second,25.83,1498,99,5,4.08,6.41
Honda City i-VTEC VX,Ahmedabad,2012,34000,Petrol,Manual,First,17.4,1497,117.3,5,3.71,5.75
Mercedes-Benz GLA Class 200 CDI SPORT,Chennai,2016,60000,Diesel,Automatic,Second,17.9,2143,136,5,75.61,17.55
Hyundai Creta 1.4 CRDi S Plus,Jaipur,2015,32000,Diesel,Manual,First,21.38,1396,88.7,5,63.16,10.25
Ford Fiesta Classic 1.4 Duratorq CLXI,Kochi,2012,79985,Diesel,Manual,First,17.8,1399,67,5,46.51,3.16
Audi A4 2.0 TDI,Bangalore,2014,37600,Diesel,Automatic,Second,16.55,1968,147.51,5,21.52,22.5
Hyundai i10 Magna 1.1,Kochi,2015,31965,Petrol,Manual,First,19.81,1086,68.05,5,60.09,3.55
BMW 3 Series 320i Sedan,Kochi,2010,70749,Petrol,Automatic,First,12.05,1995,154,5,82.58,9.86
BMW 7 Series 730Ld,Chennai,2013,38000,Diesel,Automatic,First,16.46,2993,258,5,56.23,45
Hyundai Verna 1.6 SX VTVT,Kochi,2017,41534,Petrol,Manual,First,17.01,1591,121.3,5,23.62,7.99
Volkswagen Ameo 1.5 TDI Comfortline AT,Jaipur,2017,54455,Diesel,Automatic,First,22,1498,108.495,5,25.08,6.5
Chevrolet Aveo 1.4 LS,Kolkata,2007,42000,Petrol,Manual,First,14.49,1399,92.7,5,81.18,0.75
Chevrolet Cruze LTZ,Coimbatore,2018,52073,Diesel,Manual,Second,18.3,1991,147.9,5,12.77,9.87
Hyundai i20 1.4 Sportz,Kochi,2018,40175,Diesel,Manual,Second,22.54,1396,88.73,5,87.97,6.36
Honda BRV i-VTEC V CVT,Mumbai,2017,16503,Petrol,Automatic,First,16,1497,117.3,7,21.51,9.5
Hyundai Xcent 1.2 Kappa SX,Kochi,2017,15029,Petrol,Manual,First,19.1,1197,82,5,74.91,6.05
Maruti Alto 800 CNG LXI,Mumbai,2013,26200,CNG,Manual,First,30.46,796,47.3,5,74.24,2.15
Hyundai Grand i10 CRDi Sportz,Hyderabad,2015,76362,Diesel,Manual,First,24,1120,70,5,70.24,5.5
Maruti Alto LXi,Kolkata,2007,18700,Petrol,Manual,Second,19.7,796,46.3,5,9.76,1.25
Toyota Innova 2.5 VX (Diesel) 7 Seater,Coimbatore,2015,67585,Diesel,Manual,First,12.99,2494,100.6,7,79.6,11.99
Hyundai i10 Sportz 1.2 AT,Mumbai,2010,57000,Petrol,Automatic,Second,16.95,1197,78.9,5,55.57,2.5
Honda City i-VTEC CVT V,Kochi,2019,22321,Petrol,Automatic,First,18,1497,117.3,5,53.31,11.66
Maruti Zen LX,Jaipur,1998,95150,Petrol,Manual,Third,17.3,993,60,5,89.15,0.53
Maruti Wagon R LXI BS IV,Kolkata,2015,36428,Petrol,Manual,First,20.51,998,67.04,5,83.38,3.1
Ford Figo Diesel Titanium,Hyderabad,2012,73500,Diesel,Manual,Second,20,1399,68,5,95.88,2.6
Honda Amaze S i-Vtech,Kochi,2015,47234,Petrol,Manual,First,18,1198,86.7,5,65.96,5.09
Hyundai Accent GLE,Hyderabad,2008,62364,Petrol,Manual,First,13.2,1495,94,5,44.43,2.3
Hyundai Verna 1.6 SX CRDi (O),Pune,2012,89000,Diesel,Manual,First,22.32,1582,126.32,5,31.52,6
Maruti Swift ZDi,Ahmedabad,2013,58653,Diesel,Manual,First,25.2,1248,74,5,29.37,4.4
Mercedes-Benz B Class B180,Delhi,2013,30000,Petrol,Automatic,Second,14.8,1595,120.7,5,76.58,11
Chevrolet Cruze LTZ,Coimbatore,2014,64042,Diesel,Manual,First,17.3,1998,163.7,5,48.46,5.7
Skoda Laura Ambiente 2.0 TDI CR AT,Chennai,2013,120000,Diesel,Automatic,First,20,1968,138.1,5,88.2,6.95
Mahindra Scorpio VLX 2WD BSIV,Hyderabad,2014,90000,Diesel,Manual,First,12.05,2179,120,8,77.62,7.9
BMW X1 xDrive 20d xLine,Kochi,2018,30733,Diesel,Automatic,First,20.68,1995,190,5,57.45,29.3
Mercedes-Benz E-Class 2009-2013 E350 Petrol,Kolkata,2009,43600,Petrol,Automatic,First,10.93,3498,272,5,91.92,10.24
Skoda Superb Elegance 1.8 TSI AT,Pune,2010,71473,Petrol,Automatic,Second,13.7,1798,157.75,5,0.65,5.35
Honda Brio VX AT,Mumbai,2014,39000,Petrol,Automatic,Second,16.5,1198,86.8,5,81.44,3.49
Hyundai i10 Magna 1.2,Hyderabad,2009,84045,Petrol,Manual,First,20.36,1197,78.9,5,22.15,2.85
Honda City i VTEC SV,Mumbai,2014,57004,Petrol,Manual,First,17.4,1497,117.3,5,57.45,5.35
Ford Figo Petrol ZXI,Coimbatore,2012,75464,Petrol,Manual,First,15.6,1196,70,5,58.76,3.62
Toyota Innova 2.5 G4 Diesel 7-seater,Hyderabad,2006,142000,Diesel,Manual,First,12.8,2494,102,7,33.27,6.25
Mahindra Verito 1.5 D6 BSIV,Kochi,2012,118683,Diesel,Manual,Second,21,1461,64.1,5,10.66,3.19
Mahindra KUV 100 G80 K8 Dual Tone,Delhi,2018,42000,Petrol,Manual,First,18.15,1198,82,6,93.63,5.5
Hyundai i20 Sportz Option 1.2,Kochi,2019,12800,Petrol,Manual,First,18.6,1197,81.83,5,40.76,7.67
Tata New Safari EX 4x2,Jaipur,2011,80000,Petrol,Manual,First,12,2092,127,7,73.2,5.5
Maruti Swift Dzire VDi,Hyderabad,2014,76126,Diesel,Manual,First,19.3,1248,73.9,5,88.59,6.6
BMW X5 xDrive 30d M Sport,Chennai,2017,21000,Diesel,Automatic,Second,15.97,2993,258,5,86.15,55
Audi A6 2011-2015 2.0 TDI Premium Plus,Pune,2013,85000,Diesel,Automatic,First,17.68,1968,174.33,5,50.32,21
Maruti Baleno Delta 1.2,Jaipur,2017,27000,Petrol,Manual,First,21.4,1197,83.1,5,33.6,4.5
Hyundai Santa Fe 4WD AT,Coimbatore,2016,45794,Diesel,Automatic,First,13.01,2199,194.3,7,27.19,20.67
Chevrolet Cruze LTZ AT,Hyderabad,2013,57352,Diesel,Automatic,First,14.39,1998,163.7,5,39.24,6.5
Mercedes-Benz E-Class 2015-2017 E250 Edition E,Coimbatore,2018,41467,Diesel,Automatic,First,15,2143,204,5,35.53,37.98
Hyundai Santro Xing GLS,Mumbai,2009,42000,Petrol,Manual,First,17.92,1086,62.1,5,41.33,1.45
Maruti Wagon R LXI CNG,Delhi,2014,62549,CNG,Manual,First,26.6,998,58.16,5,96.33,2.95
Maruti Ciaz VDi Plus SHVS,Hyderabad,2015,67048,Diesel,Manual,First,28.09,1248,88.5,5,43.6,7.9
Honda City i-VTEC V,Kochi,2018,11732,Petrol,Manual,First,17.4,1497,117.3,5,37.24,10.07
Nissan Terrano XL Plus ICC WT20 SE,Mumbai,2016,37000,Diesel,Manual,First,20.45,1461,83.8,5,26.16,6.5
BMW 3 Series 320d Prestige,Hyderabad,2015,30000,Diesel,Automatic,First,18.88,1995,184,5,86.2,22
Honda City i DTEC V,Hyderabad,2016,53000,Diesel,Manual,First,26,1498,98.6,5,79.8,9.75
Nissan Terrano XL Plus 85 PS,Jaipur,2014,60000,Diesel,Manual,First,20.45,1461,83.8,5,34.72,6
Hyundai Grand i10 CRDi Sportz,Delhi,2014,65000,Diesel,Manual,First,24,1120,70,5,36.68,3.99
Hyundai Santro Xing XL eRLX Euro III,Ahmedabad,2008,51000,Petrol,Manual,First,17,1086,null,5,63.13,1.75
Toyota Fortuner 4x2 AT,Delhi,2015,92000,Diesel,Automatic,First,12.55,2982,168.5,7,4.38,19.75
Toyota Innova Crysta 2.4 VX MT,Kolkata,2017,31000,Diesel,Manual,First,13.68,2393,147.8,7,81.18,16.95
Maruti Baleno Zeta 1.2,Chennai,2017,43917,Petrol,Manual,First,21.4,1197,83.1,5,17.53,6.8
Hyundai Santro Xing XL eRLX Euro III,Kolkata,2007,46707,Petrol,Manual,First,17,1086,null,5,10.74,0.99
Hyundai i10 Sportz 1.1L,Pune,2013,84000,Petrol,Manual,First,19.81,1086,68.05,5,84.92,2.95
Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2015,55662,Diesel,Automatic,First,12.07,2967,241.4,7,7.39,42.83
Volvo S60 D4 Momentum,Hyderabad,2014,51000,Diesel,Automatic,First,27.03,1969,190,5,52.15,21.5
Honda City i VTEC V,Jaipur,2015,24398,Petrol,Manual,First,17.8,1497,117.3,5,1.82,7.9
Maruti Alto K10 2010-2014 VXI,Hyderabad,2011,78000,Petrol,Manual,Second,20.92,998,67.1,5,79.43,2.3
Honda Brio 1.2 S Option MT,Delhi,2012,40315,Petrol,Manual,First,18.5,1198,86.8,5,71.8,2.75
Mahindra Scorpio VLX 2WD AIRBAG BSIV,Jaipur,2011,83000,Diesel,Manual,First,12.05,2179,120,8,76.5,6.71
Renault Duster 110PS Diesel RxL AMT,Kochi,2017,58151,Diesel,Automatic,First,19.6,1461,108.45,5,78.92,9.6
Hyundai Creta 1.6 CRDi SX,Kochi,2017,30519,Diesel,Manual,First,19.67,1582,126.2,5,91.36,12.81
Tata Tiago 1.2 Revotron XZ,Coimbatore,2019,20712,Petrol,Manual,First,23.84,1199,84,5,55.5,6.94
Mahindra XUV500 W6 2WD,Mumbai,2015,48000,Diesel,Manual,First,16,2179,140,7,69.13,9.45
Volkswagen Vento 1.5 TDI Highline,Hyderabad,2015,85000,Diesel,Manual,First,20.34,1498,103.2,5,70.73,6
Mercedes-Benz B Class B180,Delhi,2013,32000,Petrol,Automatic,First,14.8,1595,120.7,5,82.32,11
Maruti SX4 Vxi BSIV,Delhi,2011,52000,Petrol,Manual,First,15.5,1586,103.3,5,72.08,2.6
Hyundai Getz GLE,Hyderabad,2007,58307,Petrol,Manual,First,15.3,1341,83,5,65.73,1.95
BMW 6 Series Gran Coupe,Mumbai,2013,30000,Diesel,Automatic,First,17.54,2993,313,4,29.75,45
Audi A4 2.0 TDI 177 Bhp Premium Plus,Chennai,2014,40000,Diesel,Automatic,First,17.11,1968,174.33,5,90.48,22
Hyundai i20 Asta Option 1.2,Kolkata,2015,36000,Petrol,Manual,First,18.6,1197,81.83,5,70.9,4.9
Nissan Terrano XL D Option,Kochi,2015,58817,Diesel,Manual,First,19.87,1461,83.14,5,65.77,6.25
Volkswagen Vento Konekt Diesel Highline,Chennai,2013,55000,Diesel,Manual,Second,20.54,1598,103.6,5,78.04,6.1
Hyundai i10 Sportz,Mumbai,2011,39000,Petrol,Manual,First,20.36,1197,78.9,5,66.85,2.6
Lamborghini Gallardo Coupe,Delhi,2011,6500,Petrol,Automatic,Third,6.4,5204,560,2,49.78,120
Jaguar XF 3.0 Litre S Premium Luxury,Hyderabad,2012,35000,Diesel,Automatic,First,14.74,2993,270.9,5,44.76,29
Maruti Swift Dzire VXi,Pune,2010,49900,Petrol,Manual,Second,17.5,1298,85.8,5,17.81,3.3
Tata Indica Vista Quadrajet VX,Hyderabad,2013,99500,Diesel,Manual,Second,22.3,1248,74,5,41.91,3.05
